database_id,display_name,identity_name,name_source,employment_status,internal_player_key,owner_club_save_index,owner_club_database_id,owner_club,active_club_save_index,active_club_database_id,active_club,is_on_loan,weekly_wage_internal,contract_start_year,contract_end_date,contract_end_date_status,contract_end_day_raw,contract_end_year_raw,loan_weekly_wage_internal,loan_end_date,record_subtype,contract_count,data_quality_flags,score,confidence
320496,"","Todescato",IDENTITY_FRAGMENT,OnLoan,4312,56,327,"EC Juventude",565,107201,"América FC (MG)",True,162,2003,2008-01-01,Defined,0,2008,162,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315110,"","Alan Carlos",IDENTITY_FRAGMENT,OnLoan,2606,51,322,"CR Flamengo",1565,900996,"América FC (RJ)",True,331,2001,2006-01-31,Defined,30,2006,331,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
306150,"","Araújo do Nascimento",IDENTITY_FRAGMENT,OnLoan,1520,1077,311103,"CE Arraial do Cabo",1565,900996,"América FC (RJ)",True,373,2004,2006-01-31,Defined,30,2006,373,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8833487,"","Erivelton",IDENTITY_FRAGMENT,OnLoan,7341,887,302108,"Estrela do Norte FC",1565,900996,"América FC (RJ)",True,189,2001,2006-01-31,Defined,30,2006,189,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
3301346,"","Fateus dos Santos",IDENTITY_FRAGMENT,OnLoan,5742,575,107220,"Madureira EC",1565,900996,"América FC (RJ)",True,157,2001,2006-01-31,Defined,30,2006,157,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315349,"","Felipe Santos",IDENTITY_FRAGMENT,OnLoan,2764,1077,311103,"CE Arraial do Cabo",1565,900996,"América FC (RJ)",True,291,2001,2005-01-31,Defined,30,2005,291,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8825043,"","Barbosa Coutinho",IDENTITY_FRAGMENT,OnLoan,6720,823,301257,"Alecrim FC",566,107203,"América FC (RN)",True,376,2001,2006-01-31,Defined,30,2006,376,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8833491,"","Luiz Fabiano",IDENTITY_FRAGMENT,OnLoan,7345,867,301344,"Mirassol FC",566,107203,"América FC (RN)",True,492,2003,2006-01-31,Defined,30,2006,492,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
311194,"","Médici",IDENTITY_FRAGMENT,OnLoan,2295,61,332,"AA Ponte Preta",566,107203,"América FC (RN)",True,75,2001,2006-01-31,Defined,30,2006,75,2004-12-31,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
319276,"","Bispo Pereira",IDENTITY_FRAGMENT,OnLoan,4003,987,309670,"Brasiliense FC",862,301333,"América FC (SP)",True,259,2001,2006-01-31,Defined,30,2006,259,2004-12-31,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8826364,"","Bremide Sales",IDENTITY_FRAGMENT,OnLoan,6826,1096,311957,"Cachoeiro FC",533,104887,"Americano FC (RJ)",True,75,2001,2006-01-31,Defined,30,2006,75,2004-11-30,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
3301481,"","de Carvalho Silveira",IDENTITY_FRAGMENT,OnLoan,5777,818,301247,"AD Cabofriense",533,104887,"Americano FC (RJ)",True,283,2001,2006-01-31,Defined,30,2006,283,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315232,"","de Souza Rita",IDENTITY_FRAGMENT,OnLoan,2702,1347,314730,"Rio Branco (RJ)",533,104887,"Americano FC (RJ)",True,92,2001,2006-01-31,Defined,30,2006,92,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315239,"","Rondinelli",IDENTITY_FRAGMENT,OnLoan,2706,471,2433,"Clube Desportivo Nacional",533,104887,"Americano FC (RJ)",True,437,2004,2006-06-30,Defined,180,2006,437,2004-12-31,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8833508,"","Saltori Louzada",IDENTITY_FRAGMENT,OnLoan,7361,887,302108,"Estrela do Norte FC",533,104887,"Americano FC (RJ)",True,148,2001,2006-01-31,Defined,30,2006,148,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315559,"","Gilberto Neri",IDENTITY_FRAGMENT,OnLoan,2840,45,315,"EC Bahia",739,301100,"AS Arapiraquense",True,75,2003,2005-06-21,Defined,171,2005,75,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8832959,"","Spellmeier",IDENTITY_FRAGMENT,OnLoan,7277,56,327,"EC Juventude",240,1100,"AS Roma",True,187,2002,2005-10-31,Defined,303,2005,210,2008-07-31,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
301797,"","Robert",IDENTITY_FRAGMENT,OnLoan,739,630,121265,"Botafogo FC (SP)",548,106027,"Atlas",True,589,2001,2006-01-31,Defined,30,2006,589,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
829686,"","Ceccon",IDENTITY_FRAGMENT,OnLoan,4780,66,337,"São Paulo FC",569,107208,"Avaí FC",True,95,2001,2004-12-31,Defined,365,2004,95,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8833511,"","Tony Heleno",IDENTITY_FRAGMENT,OnLoan,7364,903,303022,"Iraty SC",569,107208,"Avaí FC",True,407,2001,2005-01-31,Defined,30,2005,407,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315564,"","de Freitas Santos",IDENTITY_FRAGMENT,OnLoan,2844,45,315,"EC Bahia",797,301208,"Botafogo FC (PB)",True,75,2003,2008-04-07,Defined,97,2008,75,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315567,"","Freitas Pinto Filho",IDENTITY_FRAGMENT,OnLoan,2847,45,315,"EC Bahia",797,301208,"Botafogo FC (PB)",True,75,2003,2008-04-07,Defined,97,2008,75,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
304145,"","Alves Ferreira",IDENTITY_FRAGMENT,OnLoan,1052,50,321,"Cruzeiro EC",46,316,"Botafogo FR",True,3734,2003,2005-07-24,Defined,204,2005,3734,2005-01-07,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
316853,"","Astolpho Júnio",IDENTITY_FRAGMENT,OnLoan,3513,574,107218,"Juventus (SP)",46,316,"Botafogo FR",True,196,2003,2006-01-31,Defined,30,2006,196,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
308413,"","Cícero Ricardo",IDENTITY_FRAGMENT,OnLoan,1933,67,338,"Sport C Recife",46,316,"Botafogo FR",True,782,2001,2006-01-31,Defined,30,2006,782,2004-12-31,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
308322,"","de Oliveira Galvão",IDENTITY_FRAGMENT,OnLoan,1903,50,321,"Cruzeiro EC",46,316,"Botafogo FR",True,650,2001,2006-11-19,Defined,322,2006,650,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
304086,"","de Souza Jotha",IDENTITY_FRAGMENT,OnLoan,1041,818,301247,"AD Cabofriense",46,316,"Botafogo FR",True,359,2001,2006-01-31,Defined,30,2006,359,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8825081,"","Eduardo Delani",IDENTITY_FRAGMENT,OnLoan,6727,50,321,"Cruzeiro EC",46,316,"Botafogo FR",True,94,2001,2006-01-31,Defined,30,2006,94,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315429,"","Gedeil",IDENTITY_FRAGMENT,OnLoan,2789,571,107212,"Friburguense AC",46,316,"Botafogo FR",True,441,2001,2006-12-31,Defined,364,2006,441,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
316322,"","Lazzaretti de Araújo",IDENTITY_FRAGMENT,OnLoan,3205,802,301218,"Malutrom SA",46,316,"Botafogo FR",True,210,2001,2005-01-31,Defined,30,2005,210,2004-12-30,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
319190,"","Lins Cortês",IDENTITY_FRAGMENT,OnLoan,3967,575,107220,"Madureira EC",46,316,"Botafogo FR",True,482,2001,2006-01-31,Defined,30,2006,482,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
303261,"","Ruy",IDENTITY_FRAGMENT,OnLoan,920,50,321,"Cruzeiro EC",46,316,"Botafogo FR",True,613,2002,2005-01-01,Defined,0,2005,613,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
304139,"","Schwenck Tieme",IDENTITY_FRAGMENT,OnLoan,1051,1565,900996,"América FC (RJ)",46,316,"Botafogo FR",True,270,2002,2006-01-31,Defined,30,2006,270,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315263,"","Tavares Carvalho Abel",IDENTITY_FRAGMENT,OnLoan,2725,524,104775,"Bangu AC",46,316,"Botafogo FR",True,145,2001,2006-01-31,Defined,30,2006,145,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8835104,"","Bertoti Padilha",IDENTITY_FRAGMENT,OnLoan,7661,837,301284,"São José (RS)",827,301264,"Brasil de Pelotas",True,320,2001,2006-01-31,Defined,30,2006,320,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
319208,"","Ismael Raúl",IDENTITY_FRAGMENT,OnLoan,3978,55,326,"SC Internacional",827,301264,"Brasil de Pelotas",True,77,2003,2007-12-31,Defined,364,2007,77,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
318740,"","Neuri Antônio",IDENTITY_FRAGMENT,OnLoan,3942,1407,314976,"SC Ulbra",827,301264,"Brasil de Pelotas",True,236,2001,2006-01-31,Defined,30,2006,236,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
311275,"","Creedence Clearwater",IDENTITY_FRAGMENT,OnLoan,2336,903,303022,"Iraty SC",987,309670,"Brasiliense FC",True,541,2002,2007-03-01,Defined,59,2007,541,2004-12-10,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
304312,"","Gomes Fernandes",IDENTITY_FRAGMENT,OnLoan,1102,1211,313352,"CF Zico de Brasília SE (DF)",987,309670,"Brasiliense FC",True,548,2001,2006-01-31,Defined,30,2006,548,2004-12-06,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
311267,"","Jamur César",IDENTITY_FRAGMENT,OnLoan,2332,581,107232,"Santa Cruz FC",987,309670,"Brasiliense FC",True,166,2004,2006-01-31,Defined,30,2006,166,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
4848,"","Barbosa de Aguiar",IDENTITY_FRAGMENT,OnLoan,141,48,319,"SC Corinthians Paulista",825,301260,"C 15 de Novembro",True,142,2001,2006-01-31,Defined,30,2006,142,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
305804,"","Edson Fernando",IDENTITY_FRAGMENT,OnLoan,1447,49,320,"Criciúma EC",825,301260,"C 15 de Novembro",True,333,2002,2006-01-31,Defined,30,2006,333,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
310599,"","Adriano Duarte",IDENTITY_FRAGMENT,OnLoan,2043,565,107201,"América FC (MG)",44,314,"C Atlético Mineiro",True,75,2003,2008-12-14,Defined,348,2008,75,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8827746,"","Alves Carreira",IDENTITY_FRAGMENT,OnLoan,6921,630,121265,"Botafogo FC (SP)",44,314,"C Atlético Mineiro",True,116,2001,2004-09-29,Defined,272,2004,116,2004-09-29,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
3301420,"","da Conceição Pinto",IDENTITY_FRAGMENT,OnLoan,5756,568,107206,"C Atlético Paranaense",44,314,"C Atlético Mineiro",True,572,2001,2006-01-31,Defined,30,2006,572,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315556,"","Givanílson",IDENTITY_FRAGMENT,OnLoan,2838,45,315,"EC Bahia",44,314,"C Atlético Mineiro",True,732,2001,2006-01-31,Defined,30,2006,732,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
3301268,"","Marcos José Franklin",IDENTITY_FRAGMENT,OnLoan,5698,58,329,"SE Palmeiras",44,314,"C Atlético Mineiro",True,332,2003,2004-12-31,Defined,365,2004,332,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
304257,"","Santos da Visitação",IDENTITY_FRAGMENT,OnLoan,1087,1064,311026,"Marília AC",44,314,"C Atlético Mineiro",True,210,2003,2005-07-31,Defined,211,2005,210,2004-12-31,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
302591,"","Erisson Carlos",IDENTITY_FRAGMENT,OnLoan,835,48,319,"SC Corinthians Paulista",568,107206,"C Atlético Paranaense",True,82,2001,2006-01-31,Defined,30,2006,82,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
310798,"","Gilberto William",IDENTITY_FRAGMENT,OnLoan,2114,849,301306,"Figueirense FC",568,107206,"C Atlético Paranaense",True,500,2003,2006-01-31,Defined,30,2006,500,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
316464,"","Marques do Nascimento",IDENTITY_FRAGMENT,OnLoan,3291,576,107222,"Mogi Mirim EC",568,107206,"C Atlético Paranaense",True,185,2001,2006-01-31,Defined,30,2006,185,2005-09-02,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315167,"","Morais Amorim",IDENTITY_FRAGMENT,OnLoan,2653,68,339,"CR Vasco da Gama",568,107206,"C Atlético Paranaense",True,344,2001,2005-01-31,Defined,30,2005,344,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
320468,"","Raulen Luiz",IDENTITY_FRAGMENT,OnLoan,4301,872,301354,"AD São Caetano",568,107206,"C Atlético Paranaense",True,288,2003,2007-12-31,Defined,364,2007,288,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8835086,"","Santos Alcântara",IDENTITY_FRAGMENT,OnLoan,7645,1291,314291,"Confiança (PB)",568,107206,"C Atlético Paranaense",True,234,2001,2006-01-31,Defined,30,2006,234,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315360,"","Fabiano Jerônimo",IDENTITY_FRAGMENT,OnLoan,2768,1565,900996,"América FC (RJ)",625,121002,"C Deportivo ItalChacao",True,169,2001,2006-01-31,Defined,30,2006,169,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8833526,"","Adson",IDENTITY_FRAGMENT,OnLoan,7379,753,301125,"Juazeiro (BA)",57,328,"C Náutico Capibaribe",True,340,2004,2006-01-31,Defined,30,2006,340,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8833517,"","Alan Williams",IDENTITY_FRAGMENT,OnLoan,7370,753,301125,"Juazeiro (BA)",57,328,"C Náutico Capibaribe",True,30,2004,2005-12-31,Defined,364,2005,30,2005-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
311206,"","Anaílson",IDENTITY_FRAGMENT,OnLoan,2306,872,301354,"AD São Caetano",57,328,"C Náutico Capibaribe",True,749,2001,2007-01-03,Defined,2,2007,749,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8833523,"","Joseilson",IDENTITY_FRAGMENT,OnLoan,7376,753,301125,"Juazeiro (BA)",57,328,"C Náutico Capibaribe",True,263,2003,2006-01-31,Defined,30,2006,263,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
321224,"","Miranda Filho",IDENTITY_FRAGMENT,OnLoan,4463,66,337,"São Paulo FC",57,328,"C Náutico Capibaribe",True,98,2002,2007-09-15,Defined,257,2007,98,2004-12-31,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
312054,"","Buzetto",IDENTITY_FRAGMENT,OnLoan,2498,864,301338,"Paulista FC",63,334,"C Remo",True,115,2001,2006-01-31,Defined,30,2006,115,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315672,"","Marques Macedo",IDENTITY_FRAGMENT,OnLoan,2897,49,320,"Criciúma EC",63,334,"C Remo",True,554,2002,2004-12-31,Defined,365,2004,554,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
310824,"","Sandro Macapá",IDENTITY_FRAGMENT,OnLoan,2124,538,104988,"Ypiranga (AP)",63,334,"C Remo",True,277,2002,2006-01-31,Defined,30,2006,277,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8825012,"","Valdemir Nonato",IDENTITY_FRAGMENT,OnLoan,6715,582,107234,"Tuna Luso Brasileira",63,334,"C Remo",True,530,2003,2005-09-15,Defined,257,2005,530,2004-11-02,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
317274,"","Mateus Antônio",IDENTITY_FRAGMENT,OnLoan,3674,64,335,"Santos FC",47,317,"CA Bragantino",True,75,2001,2006-01-31,Defined,30,2006,75,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
316581,"","Sílvio Roberto",IDENTITY_FRAGMENT,OnLoan,3357,64,335,"Santos FC",47,317,"CA Bragantino",True,325,2001,2006-01-31,Defined,30,2006,325,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8833778,"","Dannyu Francisco",IDENTITY_FRAGMENT,OnLoan,7613,67,338,"Sport C Recife",798,301210,"Campinense C",True,183,2001,2006-01-31,Defined,30,2006,183,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
8829310,"","Laílson",IDENTITY_FRAGMENT,OnLoan,6936,60,331,"Paysandu SC",937,308940,"Carajás EC",True,306,2002,2007-08-14,Defined,225,2007,306,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
309438,"","Márcio Cruz",IDENTITY_FRAGMENT,OnLoan,2001,91,426,"CD Los Millonarios",43,312,"CCD Tuluá",True,835,2001,2006-01-31,Defined,30,2006,835,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315225,"","Gomes da Costa",IDENTITY_FRAGMENT,OnLoan,2695,533,104887,"Americano FC (RJ)",522,104749,"Ceará SC",True,232,2001,2006-01-31,Defined,30,2006,232,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
321268,"","José Gerardo",IDENTITY_FRAGMENT,OnLoan,4470,755,301129,"Ferroviário AC (CE)",522,104749,"Ceará SC",True,277,2001,2006-01-31,Defined,30,2006,277,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
318184,"","Wilton",IDENTITY_FRAGMENT,OnLoan,3858,578,107226,"Rio Branco (SP)",522,104749,"Ceará SC",True,397,2001,2006-01-15,Defined,14,2006,397,2004-12-15,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
319274,"","Zildo",IDENTITY_FRAGMENT,OnLoan,4002,987,309670,"Brasiliense FC",1211,313352,"CF Zico de Brasília SE (DF)",True,164,2001,2006-01-31,Defined,30,2006,164,2004-10-27,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
318125,"","Antônio Caio",IDENTITY_FRAGMENT,OnLoan,3832,573,107216,"Ituano SCF",560,106812,"Chunnam Dragons",True,2403,2001,2006-01-31,Defined,30,2006,2403,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
310866,"","Savionek",IDENTITY_FRAGMENT,OnLoan,2137,59,330,"Paraná C",1325,314600,"Cianorte FC",True,266,2001,2006-01-31,Defined,30,2006,266,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
6900098,"","Vergne de Assis Barbosa",IDENTITY_FRAGMENT,OnLoan,6468,573,107216,"Ituano SCF",520,104388,"Club Jaguares de Chiapas",True,317,2002,2006-01-31,Defined,30,2006,317,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
305803,"","Cléberson Eduardo",IDENTITY_FRAGMENT,OnLoan,1446,1407,314976,"SC Ulbra",525,104776,"Coritiba FC",True,488,2001,2006-01-31,Defined,30,2006,488,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
304829,"","Gonzaga Leite",IDENTITY_FRAGMENT,OnLoan,1265,873,301356,"São José (SP)",525,104776,"Coritiba FC",True,221,2001,2006-01-31,Defined,30,2006,221,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
3300967,"","Inocêncio",IDENTITY_FRAGMENT,OnLoan,5551,872,301354,"AD São Caetano",525,104776,"Coritiba FC",True,633,2002,2006-01-31,Defined,30,2006,633,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
315450,"","Josafá",IDENTITY_FRAGMENT,OnLoan,2793,575,107220,"Madureira EC",525,104776,"Coritiba FC",True,369,2001,2006-01-31,Defined,30,2006,369,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
3300737,"","Jucemar Luiz",IDENTITY_FRAGMENT,OnLoan,5463,49,320,"Criciúma EC",525,104776,"Coritiba FC",True,565,2001,2006-01-31,Defined,30,2006,565,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
