database_id,display_name,identity_name,name_source,employment_status,internal_player_key,owner_club_save_index,owner_club_database_id,owner_club,active_club_save_index,active_club_database_id,active_club,is_on_loan,weekly_wage_internal,contract_start_year,contract_end_date,contract_end_date_status,contract_end_day_raw,contract_end_year_raw,loan_weekly_wage_internal,loan_end_date,record_subtype,contract_count,data_quality_flags,score,confidence
8832899,"Celso Luís","Celso Luís",KNOWN_DISPLAY_NAME,FormationContract,7237,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,30,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE",89,MEDIUM
8835083,"Jonas","Jonas Jessue",KNOWN_DISPLAY_NAME,FormationContract,7642,872,301354,"AD São Caetano",872,301354,"AD São Caetano",False,33,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE",89,MEDIUM
8832817,"","Flores Bonfim",IDENTITY_FRAGMENT,FormationContract,7160,51,322,"CR Flamengo",51,322,"CR Flamengo",False,33,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320572,"","Fracchi Fernandes",IDENTITY_FRAGMENT,FormationContract,4335,51,322,"CR Flamengo",51,322,"CR Flamengo",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320563,"","Gabriel Michel",IDENTITY_FRAGMENT,FormationContract,4327,51,322,"CR Flamengo",51,322,"CR Flamengo",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320555,"","Gaspar Bonfim",IDENTITY_FRAGMENT,FormationContract,4319,51,322,"CR Flamengo",51,322,"CR Flamengo",False,33,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320569,"","Soares de Oliveira Augusto",IDENTITY_FRAGMENT,FormationContract,4332,51,322,"CR Flamengo",51,322,"CR Flamengo",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
315173,"","Passos Moura da Silva",IDENTITY_FRAGMENT,FormationContract,2657,68,339,"CR Vasco da Gama",68,339,"CR Vasco da Gama",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320561,"","Sandro Lewis",IDENTITY_FRAGMENT,FormationContract,4325,68,339,"CR Vasco da Gama",68,339,"CR Vasco da Gama",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320571,"","Carlos Vinícius",IDENTITY_FRAGMENT,FormationContract,4334,50,321,"Cruzeiro EC",50,321,"Cruzeiro EC",False,39,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320570,"","Kerlon",IDENTITY_FRAGMENT,FormationContract,4333,50,321,"Cruzeiro EC",50,321,"Cruzeiro EC",False,37,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320573,"","Rômulo Leandro",IDENTITY_FRAGMENT,FormationContract,4336,50,321,"Cruzeiro EC",50,321,"Cruzeiro EC",False,37,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320576,"","Siqueira Pessanha",IDENTITY_FRAGMENT,FormationContract,4339,50,321,"Cruzeiro EC",50,321,"Cruzeiro EC",False,36,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832876,"","Walax Davi",IDENTITY_FRAGMENT,FormationContract,7214,50,321,"Cruzeiro EC",50,321,"Cruzeiro EC",False,44,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833544,"","Zenette",IDENTITY_FRAGMENT,FormationContract,7397,56,327,"EC Juventude",56,327,"EC Juventude",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
315156,"","João Diego",IDENTITY_FRAGMENT,FormationContract,2644,69,340,"EC Vitória",69,340,"EC Vitória",False,50,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320562,"","Leumir",IDENTITY_FRAGMENT,FormationContract,4326,69,340,"EC Vitória",69,340,"EC Vitória",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320559,"","Marcos Orlando",IDENTITY_FRAGMENT,FormationContract,4323,69,340,"EC Vitória",69,340,"EC Vitória",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320558,"","Paulo Murilo",IDENTITY_FRAGMENT,FormationContract,4322,69,340,"EC Vitória",69,340,"EC Vitória",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832835,"","Tácio Alexandre",IDENTITY_FRAGMENT,FormationContract,7176,69,340,"EC Vitória",69,340,"EC Vitória",False,30,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
315067,"","Adenis",IDENTITY_FRAGMENT,FormationContract,2574,52,323,"Fluminense FC",52,323,"Fluminense FC",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832849,"","Amaral Serra",IDENTITY_FRAGMENT,FormationContract,7189,52,323,"Fluminense FC",52,323,"Fluminense FC",False,34,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
315079,"","Azevedo Rodrigues Marques",IDENTITY_FRAGMENT,FormationContract,2585,52,323,"Fluminense FC",52,323,"Fluminense FC",False,33,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832859,"","Benevides Gonçalves",IDENTITY_FRAGMENT,FormationContract,7199,52,323,"Fluminense FC",52,323,"Fluminense FC",False,33,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320577,"","Lenny",IDENTITY_FRAGMENT,FormationContract,4340,52,323,"Fluminense FC",52,323,"Fluminense FC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832851,"","Madissom",IDENTITY_FRAGMENT,FormationContract,7191,52,323,"Fluminense FC",52,323,"Fluminense FC",False,33,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832844,"","Silva Marjori",IDENTITY_FRAGMENT,FormationContract,7184,52,323,"Fluminense FC",52,323,"Fluminense FC",False,30,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832853,"","Vieira da Silva Júnior",IDENTITY_FRAGMENT,FormationContract,7193,52,323,"Fluminense FC",52,323,"Fluminense FC",False,36,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833549,"","Leyrielton",IDENTITY_FRAGMENT,FormationContract,7402,498,102555,"Goiás EC",498,102555,"Goiás EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833550,"","Alerson",IDENTITY_FRAGMENT,FormationContract,7403,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833551,"","Aloísio",IDENTITY_FRAGMENT,FormationContract,7404,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835177,"","Boccudo Pinto",IDENTITY_FRAGMENT,FormationContract,7734,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835128,"","Bruno Flávio",IDENTITY_FRAGMENT,FormationContract,7685,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835166,"","da Silva Antônio",IDENTITY_FRAGMENT,FormationContract,7723,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835143,"","da Silva Brasil Júnior",IDENTITY_FRAGMENT,FormationContract,7700,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833578,"","de Oliveira Jesuíno",IDENTITY_FRAGMENT,FormationContract,7431,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2003,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835175,"","de Oliveira Tomáz",IDENTITY_FRAGMENT,FormationContract,7732,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833556,"","Diego Otacílio",IDENTITY_FRAGMENT,FormationContract,7409,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833557,"","Dieyson",IDENTITY_FRAGMENT,FormationContract,7410,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835121,"","do Amaral Benites",IDENTITY_FRAGMENT,FormationContract,7678,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835131,"","Edivélton",IDENTITY_FRAGMENT,FormationContract,7688,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,88,2003,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833580,"","Erinaldo",IDENTITY_FRAGMENT,FormationContract,7433,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835164,"","Fachim Romanini",IDENTITY_FRAGMENT,FormationContract,7721,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833561,"","Fernando Marcel",IDENTITY_FRAGMENT,FormationContract,7414,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,52,1994,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833572,"","Fortes de Souza",IDENTITY_FRAGMENT,FormationContract,7425,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833563,"","Geison",IDENTITY_FRAGMENT,FormationContract,7416,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,33,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835156,"","Grohe",IDENTITY_FRAGMENT,FormationContract,7713,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833592,"","Gustavo Roberto",IDENTITY_FRAGMENT,FormationContract,7444,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833569,"","Jacson",IDENTITY_FRAGMENT,FormationContract,7422,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,33,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835148,"","Jean Tcharles",IDENTITY_FRAGMENT,FormationContract,7705,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833571,"","Jonata",IDENTITY_FRAGMENT,FormationContract,7424,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833576,"","Leonardo Renan",IDENTITY_FRAGMENT,FormationContract,7429,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833559,"","Mattione Rohde",IDENTITY_FRAGMENT,FormationContract,7412,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835160,"","Maurício Oliveira",IDENTITY_FRAGMENT,FormationContract,7717,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833582,"","Mosael Gewehr",IDENTITY_FRAGMENT,FormationContract,7435,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833567,"","Odacir",IDENTITY_FRAGMENT,FormationContract,7420,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,34,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316767,"","Patric",IDENTITY_FRAGMENT,FormationContract,3500,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,33,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835123,"","Pereira Oliveira",IDENTITY_FRAGMENT,FormationContract,7680,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833577,"","Pezzini Leiva",IDENTITY_FRAGMENT,FormationContract,7430,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835142,"","Rempel",IDENTITY_FRAGMENT,FormationContract,7699,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833585,"","Révson",IDENTITY_FRAGMENT,FormationContract,7438,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835159,"","Silva de Oliveira",IDENTITY_FRAGMENT,FormationContract,7716,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,35,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835144,"","Silveira Terragno",IDENTITY_FRAGMENT,FormationContract,7701,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833570,"","Souto Júnior",IDENTITY_FRAGMENT,FormationContract,7423,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833588,"","Tallys",IDENTITY_FRAGMENT,FormationContract,7440,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833568,"","Teixeira Dorte",IDENTITY_FRAGMENT,FormationContract,7421,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835174,"","Victor Paulo",IDENTITY_FRAGMENT,FormationContract,7731,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,32,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835170,"","William",IDENTITY_FRAGMENT,FormationContract,7727,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833564,"","Zielinski Rodrigues",IDENTITY_FRAGMENT,FormationContract,7417,53,324,"Grêmio FBPA",53,324,"Grêmio FBPA",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
315852,"","Jonathan Modesto",IDENTITY_FRAGMENT,FormationContract,2952,851,301310,"Joinville EC",851,301310,"Joinville EC",False,59,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825769,"","Diego Carlos",IDENTITY_FRAGMENT,FormationContract,6800,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832805,"","Diego Henrique",IDENTITY_FRAGMENT,FormationContract,7150,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825758,"","Diego Rodrigo",IDENTITY_FRAGMENT,FormationContract,6789,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825766,"","Gabriel Leandro",IDENTITY_FRAGMENT,FormationContract,6797,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825771,"","Guerra de Lima Almeida",IDENTITY_FRAGMENT,FormationContract,6802,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825759,"","Jefferson Tássio",IDENTITY_FRAGMENT,FormationContract,6790,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825756,"","Joage",IDENTITY_FRAGMENT,FormationContract,6787,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825774,"","Jonas Henrique",IDENTITY_FRAGMENT,FormationContract,6805,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825763,"","Platini Ernesto Vítor",IDENTITY_FRAGMENT,FormationContract,6794,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825765,"","Rafhael",IDENTITY_FRAGMENT,FormationContract,6796,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825772,"","Tomaz de Souza",IDENTITY_FRAGMENT,FormationContract,6803,1564,900678,"Londrina EC",1564,900678,"Londrina EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833623,"","Bruno Augusto",IDENTITY_FRAGMENT,FormationContract,7475,576,107222,"Mogi Mirim EC",576,107222,"Mogi Mirim EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833622,"","William Henrique",IDENTITY_FRAGMENT,FormationContract,7474,576,107222,"Mogi Mirim EC",576,107222,"Mogi Mirim EC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833627,"","Mengarda",IDENTITY_FRAGMENT,FormationContract,7479,59,330,"Paraná C",59,330,"Paraná C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
