database_id,display_name,identity_name,name_source,employment_status,internal_player_key,owner_club_save_index,owner_club_database_id,owner_club,active_club_save_index,active_club_database_id,active_club,is_on_loan,weekly_wage_internal,contract_start_year,contract_end_date,contract_end_date_status,contract_end_day_raw,contract_end_year_raw,loan_weekly_wage_internal,loan_end_date,record_subtype,contract_count,data_quality_flags,score,confidence
316669,"","Gilberto",IDENTITY_FRAGMENT,Contracted,3415,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,75,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
3300956,"","Gléguer",IDENTITY_FRAGMENT,Contracted,5546,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,1350,2003,2004-12-31,Defined,365,2004,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8825571,"","Itaparica",IDENTITY_FRAGMENT,OnLoan,6773,50,321,"Cruzeiro EC",62,333,"A Portuguesa D",True,92,2001,2006-01-31,Defined,30,2006,92,2004-12-31,1,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
316729,"","Ivandro Aparecido",IDENTITY_FRAGMENT,Contracted,3471,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,231,2001,2006-01-31,Defined,30,2006,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316671,"","Jackson José",IDENTITY_FRAGMENT,Contracted,3417,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,75,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316672,"","Jorge Antônio",IDENTITY_FRAGMENT,Contracted,3418,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316673,"","Kesley",IDENTITY_FRAGMENT,Contracted,3419,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,332,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
304847,"","Kleyr",IDENTITY_FRAGMENT,Contracted,1271,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,345,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
319648,"","Lucas Souza",IDENTITY_FRAGMENT,OnLoan,4108,574,107218,"Juventus (SP)",62,333,"A Portuguesa D",True,237,2001,2006-01-31,Defined,30,2006,237,2004-12-31,2,2,"DISPLAY_NAME_UNRESOLVED",97,HIGH
316134,"","Luciano Santos",IDENTITY_FRAGMENT,Contracted,3117,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,646,2004,2004-12-31,Defined,365,2004,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316674,"","Luís César",IDENTITY_FRAGMENT,Contracted,3420,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,219,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
304448,"","Luiz Carlos Ferreira",IDENTITY_FRAGMENT,Contracted,1144,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,737,2001,2008-01-31,Defined,30,2008,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316666,"","Mirando",IDENTITY_FRAGMENT,Contracted,3413,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,156,2001,2007-01-31,Defined,30,2007,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320155,"","Monteiro Bolognez",IDENTITY_FRAGMENT,Contracted,4230,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,75,2002,2005-09-01,Defined,243,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
302209,"","Oleúde José",IDENTITY_FRAGMENT,Contracted,784,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,596,2004,2004-12-31,Defined,365,2004,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
6900139,"","Paulo Fabrício",IDENTITY_FRAGMENT,Contracted,6494,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,1342,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316677,"","Piter",IDENTITY_FRAGMENT,Contracted,3422,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,75,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316662,"","Rafael Fernando",IDENTITY_FRAGMENT,Contracted,3411,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
301652,"","Reginaldo Rivelino",IDENTITY_FRAGMENT,Contracted,721,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,731,2004,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
308976,"","Róbson Paulo",IDENTITY_FRAGMENT,Contracted,1974,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,509,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316633,"","Rodrigo Costa",IDENTITY_FRAGMENT,Contracted,3401,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,261,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316631,"","Rosa Vieira",IDENTITY_FRAGMENT,Contracted,3399,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,167,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
303188,"","Santana de Oliveira",IDENTITY_FRAGMENT,Contracted,894,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,763,2004,2004-12-31,Defined,365,2004,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
310947,"","Soares Rosa",IDENTITY_FRAGMENT,Contracted,2170,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,256,2003,2005-02-02,Defined,32,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
304560,"","Tarciso Rogério",IDENTITY_FRAGMENT,Contracted,1199,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,264,2004,2005-12-31,Defined,364,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
2001635,"","Valtemir",IDENTITY_FRAGMENT,Contracted,5013,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,330,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306958,"","Antunes Freitas",IDENTITY_FRAGMENT,Contracted,1744,804,301222,"A Portuguesa Londrinense",804,301222,"A Portuguesa Londrinense",False,250,2001,2009-01-31,Defined,30,2009,,,1,1,"DISPLAY_NAME_UNRESOLVED",96,HIGH
8829991,"","Koslowski",IDENTITY_FRAGMENT,Contracted,6967,804,301222,"A Portuguesa Londrinense",804,301222,"A Portuguesa Londrinense",False,188,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306401,"","Adinamar",IDENTITY_FRAGMENT,Contracted,1585,745,301110,"A Rio Negro C (AM)",745,301110,"A Rio Negro C (AM)",False,363,2001,2008-01-31,Defined,30,2008,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306409,"","Augusto Célio",IDENTITY_FRAGMENT,Contracted,1589,745,301110,"A Rio Negro C (AM)",745,301110,"A Rio Negro C (AM)",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306408,"","Dias Martins",IDENTITY_FRAGMENT,Contracted,1588,745,301110,"A Rio Negro C (AM)",745,301110,"A Rio Negro C (AM)",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306404,"","Gean",IDENTITY_FRAGMENT,Contracted,1587,745,301110,"A Rio Negro C (AM)",745,301110,"A Rio Negro C (AM)",False,75,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306411,"","Guedes Almeida",IDENTITY_FRAGMENT,Contracted,1591,745,301110,"A Rio Negro C (AM)",745,301110,"A Rio Negro C (AM)",False,75,2001,2006-01-31,Defined,30,2006,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306402,"","Odivaldo",IDENTITY_FRAGMENT,Contracted,1586,745,301110,"A Rio Negro C (AM)",745,301110,"A Rio Negro C (AM)",False,100,2001,2007-01-31,Defined,30,2007,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306665,"","Bonet",IDENTITY_FRAGMENT,Contracted,1664,845,301299,"A Rio Negro C (RR)",845,301299,"A Rio Negro C (RR)",False,250,2001,2007-01-31,Defined,30,2007,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318249,"","Azevedo Cruz",IDENTITY_FRAGMENT,Contracted,3891,953,309145,"A Roraima C",953,309145,"A Roraima C",False,75,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318258,"","Bonates",IDENTITY_FRAGMENT,Contracted,3896,953,309145,"A Roraima C",953,309145,"A Roraima C",False,250,2001,2009-01-31,Defined,30,2009,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318254,"","Carlos Pereira",IDENTITY_FRAGMENT,Contracted,3894,953,309145,"A Roraima C",953,309145,"A Roraima C",False,338,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320949,"","de Jesús Mateus",IDENTITY_FRAGMENT,Contracted,4389,953,309145,"A Roraima C",953,309145,"A Roraima C",False,91,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320950,"","Maicon João",IDENTITY_FRAGMENT,Contracted,4390,953,309145,"A Roraima C",953,309145,"A Roraima C",False,75,2001,2006-01-31,Defined,30,2006,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320948,"","Pereira Moura",IDENTITY_FRAGMENT,Contracted,4388,953,309145,"A Roraima C",953,309145,"A Roraima C",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318257,"","Quadros de Lima",IDENTITY_FRAGMENT,Contracted,3895,953,309145,"A Roraima C",953,309145,"A Roraima C",False,201,2001,2006-01-31,Defined,30,2006,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318252,"","Salvato Júnior",IDENTITY_FRAGMENT,Contracted,3892,953,309145,"A Roraima C",953,309145,"A Roraima C",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318253,"","Vittor",IDENTITY_FRAGMENT,Contracted,3893,953,309145,"A Roraima C",953,309145,"A Roraima C",False,317,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305125,"","Alberto Henrique",IDENTITY_FRAGMENT,Contracted,1318,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,386,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833435,"","Alencar de Freitas",IDENTITY_FRAGMENT,Contracted,7319,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,187,2001,2006-01-31,Defined,30,2006,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833433,"","André Cabeça",IDENTITY_FRAGMENT,Contracted,7317,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,185,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305115,"","André Ramos",IDENTITY_FRAGMENT,Contracted,1310,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
6900023,"","Barbosa Machado",IDENTITY_FRAGMENT,Contracted,6420,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,897,2003,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833426,"","Carlão",IDENTITY_FRAGMENT,Contracted,7310,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,226,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
3301053,"","Castro de Araújo",IDENTITY_FRAGMENT,Contracted,5589,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,440,2003,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
304237,"","Cruzeiro Ladaga",IDENTITY_FRAGMENT,Contracted,1077,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,115,2004,2006-01-31,Defined,30,2006,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305133,"","da Costa Filho",IDENTITY_FRAGMENT,Contracted,1324,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,220,2001,2006-01-31,Defined,30,2006,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305088,"","da Rocha Sena",IDENTITY_FRAGMENT,Contracted,1301,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,419,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
3300839,"","Domingos Antônio",IDENTITY_FRAGMENT,Contracted,5495,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,223,2003,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
3301511,"","dos Santos Seves",IDENTITY_FRAGMENT,Contracted,5788,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,136,2002,2006-01-31,Defined,30,2006,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
3300800,"","Ednílson",IDENTITY_FRAGMENT,Contracted,5483,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,171,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306784,"","Elísio André",IDENTITY_FRAGMENT,Contracted,1704,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,82,2004,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833434,"","Emanuel",IDENTITY_FRAGMENT,Contracted,7318,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,139,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305127,"","Ezequiel",IDENTITY_FRAGMENT,Contracted,1320,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,126,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305122,"","Gilsinei Tomás",IDENTITY_FRAGMENT,Contracted,1315,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
3300304,"","Giuliano",IDENTITY_FRAGMENT,Contracted,5319,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,461,2004,2004-12-31,Defined,365,2004,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316617,"","Hílton Mauro",IDENTITY_FRAGMENT,Contracted,3387,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,441,2004,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833427,"","Jaison",IDENTITY_FRAGMENT,Contracted,7311,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,389,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833428,"","Jonathan Jaime",IDENTITY_FRAGMENT,Contracted,7312,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,110,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305167,"","José Marcial",IDENTITY_FRAGMENT,Contracted,1345,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,108,2002,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305119,"","Leonardo Eugênio",IDENTITY_FRAGMENT,Contracted,1314,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,296,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833431,"","Marcelo Capixaba",IDENTITY_FRAGMENT,Contracted,7315,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,170,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305129,"","Marcondes da Silva",IDENTITY_FRAGMENT,Contracted,1321,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306146,"","Maurício Gustavo",IDENTITY_FRAGMENT,Contracted,1518,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,104,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
306393,"","Oliveira de Queiroz",IDENTITY_FRAGMENT,Contracted,1580,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,168,2001,2006-01-07,Defined,6,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305118,"","Pedro Ednaldo",IDENTITY_FRAGMENT,Contracted,1313,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,130,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305113,"","Pereira Mazzola",IDENTITY_FRAGMENT,Contracted,1309,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,186,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
316578,"","Ramires Alberto",IDENTITY_FRAGMENT,Contracted,3354,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,154,2003,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
317574,"","Roberto Fernandes",IDENTITY_FRAGMENT,Contracted,3743,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,540,2001,2009-01-31,Defined,30,2009,,,1,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305123,"","Róbson Leonardo",IDENTITY_FRAGMENT,Contracted,1316,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,241,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833425,"","Rodrigues Batista",IDENTITY_FRAGMENT,Contracted,7309,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,211,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
305160,"","Toledo",IDENTITY_FRAGMENT,Contracted,1340,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,185,2003,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
321229,"","Tute",IDENTITY_FRAGMENT,Contracted,4465,764,301146,"AA Anapolina",764,301146,"AA Anapolina",False,175,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
317125,"","Divino Frazão",IDENTITY_FRAGMENT,Contracted,3606,784,301182,"AA Caldense",784,301182,"AA Caldense",False,76,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
317132,"","Phelipe",IDENTITY_FRAGMENT,Contracted,3612,784,301182,"AA Caldense",784,301182,"AA Caldense",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
307388,"","Santos do Amor Divino",IDENTITY_FRAGMENT,Contracted,1845,784,301182,"AA Caldense",784,301182,"AA Caldense",False,139,2002,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
304968,"","Silveira Ramos",IDENTITY_FRAGMENT,Contracted,1287,784,301182,"AA Caldense",784,301182,"AA Caldense",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
304978,"","Tamarnes Geraldo",IDENTITY_FRAGMENT,Contracted,1289,784,301182,"AA Caldense",784,301182,"AA Caldense",False,250,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
315204,"","Larcher Júnior",IDENTITY_FRAGMENT,Contracted,2679,865,301340,"AA Francana",865,301340,"AA Francana",False,331,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318215,"","Adriano Antônio",IDENTITY_FRAGMENT,Contracted,3886,536,104979,"AA Internacional",536,104979,"AA Internacional",False,75,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318213,"","Almeida Santos",IDENTITY_FRAGMENT,Contracted,3884,536,104979,"AA Internacional",536,104979,"AA Internacional",False,249,2001,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
7100118,"","Carlos Válber",IDENTITY_FRAGMENT,Contracted,6593,536,104979,"AA Internacional",536,104979,"AA Internacional",False,372,2003,2005-01-31,Defined,30,2005,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
318205,"","Cláudio André",IDENTITY_FRAGMENT,Contracted,3877,536,104979,"AA Internacional",536,104979,"AA Internacional",False,232,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
304268,"","Cléderson",IDENTITY_FRAGMENT,Contracted,1090,536,104979,"AA Internacional",536,104979,"AA Internacional",False,146,2001,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
5230023,"","Ferreira de Souza Filho",IDENTITY_FRAGMENT,Contracted,6207,536,104979,"AA Internacional",536,104979,"AA Internacional",False,164,2003,2006-01-31,Defined,30,2006,,,2,1,"DISPLAY_NAME_UNRESOLVED",89,MEDIUM
